relative_time_s,allocated_gb,reserved_gb,allocated_pct,reserved_pct
2416.40,0.0000,0.0000,0.00,0.00
2431.41,0.0000,0.0000,0.00,0.00
2446.42,0.0000,0.0000,0.00,0.00
2461.43,0.0000,0.0000,0.00,0.00
2476.45,0.0000,0.0000,0.00,0.00
2491.45,0.0000,0.0000,0.00,0.00
2506.46,0.0000,0.0000,0.00,0.00
2521.47,0.0000,0.0000,0.00,0.00
2536.49,0.0000,0.0000,0.00,0.00
2551.49,0.0000,0.0000,0.00,0.00
2566.51,0.0000,0.0000,0.00,0.00
2581.51,0.0000,0.0000,0.00,0.00
2596.52,0.0000,0.0000,0.00,0.00
2611.52,0.0000,0.0000,0.00,0.00
2626.53,0.0000,0.0000,0.00,0.00
2641.53,0.0000,0.0000,0.00,0.00
2656.53,0.0000,0.0000,0.00,0.00
2671.54,0.0000,0.0000,0.00,0.00
2686.55,0.0000,0.0000,0.00,0.00
2701.55,0.0000,0.0000,0.00,0.00
2716.56,0.0000,0.0000,0.00,0.00
2731.56,0.0000,0.0000,0.00,0.00
2746.58,0.0000,0.0000,0.00,0.00
2761.58,0.0000,0.0000,0.00,0.00
2776.60,0.0000,0.0000,0.00,0.00
2791.60,0.0000,0.0000,0.00,0.00
2806.61,0.0000,0.0000,0.00,0.00
2821.63,0.0000,0.0000,0.00,0.00
2836.64,0.0000,0.0000,0.00,0.00
2851.65,0.0000,0.0000,0.00,0.00
2866.66,0.0000,0.0000,0.00,0.00
2881.67,0.0000,0.0000,0.00,0.00
2896.67,0.0000,0.0000,0.00,0.00
2911.69,0.0000,0.0000,0.00,0.00
2926.69,0.0000,0.0000,0.00,0.00
2941.71,0.0000,0.0000,0.00,0.00
2956.72,0.0000,0.0000,0.00,0.00
2971.74,0.0000,0.0000,0.00,0.00
2986.75,0.0000,0.0000,0.00,0.00
3001.76,0.0000,0.0000,0.00,0.00
3016.77,0.0000,0.0000,0.00,0.00
3031.78,0.0000,0.0000,0.00,0.00
3046.79,0.0000,0.0000,0.00,0.00
3061.79,0.0000,0.0000,0.00,0.00
3076.81,0.0000,0.0000,0.00,0.00
3091.81,0.0000,0.0000,0.00,0.00
3106.82,0.0000,0.0000,0.00,0.00
3121.83,0.0000,0.0000,0.00,0.00
3136.83,0.0000,0.0000,0.00,0.00
3151.85,0.0000,0.0000,0.00,0.00
3166.86,0.0000,0.0000,0.00,0.00
3181.87,0.0000,0.0000,0.00,0.00
3196.87,0.0000,0.0000,0.00,0.00
3211.88,0.0000,0.0000,0.00,0.00
3226.89,0.0000,0.0000,0.00,0.00
3241.89,0.0000,0.0000,0.00,0.00
3256.91,0.0000,0.0000,0.00,0.00
3271.92,0.0000,0.0000,0.00,0.00
3286.93,0.0000,0.0000,0.00,0.00
3301.93,0.0000,0.0000,0.00,0.00
3316.95,0.0000,0.0000,0.00,0.00
3331.96,0.0000,0.0000,0.00,0.00
3346.96,0.0000,0.0000,0.00,0.00
3361.97,0.0000,0.0000,0.00,0.00
3376.98,0.0000,0.0000,0.00,0.00
3391.98,0.0000,0.0000,0.00,0.00
3406.98,0.0000,0.0000,0.00,0.00
3422.00,0.0000,0.0000,0.00,0.00
3437.00,0.0000,0.0000,0.00,0.00
3452.01,0.0000,0.0000,0.00,0.00
3467.03,0.0000,0.0000,0.00,0.00
3482.04,0.0000,0.0000,0.00,0.00
3497.05,0.0000,0.0000,0.00,0.00
3512.06,0.0000,0.0000,0.00,0.00
3527.07,0.0000,0.0000,0.00,0.00
3542.08,0.0000,0.0000,0.00,0.00
3557.09,0.0000,0.0000,0.00,0.00
3572.10,0.0000,0.0000,0.00,0.00
3587.11,0.0000,0.0000,0.00,0.00
3602.12,0.0000,0.0000,0.00,0.00
3617.14,0.0000,0.0000,0.00,0.00
3632.15,0.0000,0.0000,0.00,0.00
3647.16,0.0000,0.0000,0.00,0.00
3662.17,0.0000,0.0000,0.00,0.00
3677.17,0.0000,0.0000,0.00,0.00
3692.19,0.0000,0.0000,0.00,0.00
3707.20,0.0000,0.0000,0.00,0.00
3722.21,0.0000,0.0000,0.00,0.00
3737.21,0.0000,0.0000,0.00,0.00
3752.22,0.0000,0.0000,0.00,0.00
3767.24,0.0000,0.0000,0.00,0.00
3782.24,0.0000,0.0000,0.00,0.00
3797.24,0.0000,0.0000,0.00,0.00
3812.25,0.0000,0.0000,0.00,0.00
3827.26,0.0000,0.0000,0.00,0.00
3842.26,0.0000,0.0000,0.00,0.00
3857.28,0.0000,0.0000,0.00,0.00
3872.29,0.0000,0.0000,0.00,0.00
3887.30,0.0000,0.0000,0.00,0.00
3902.32,0.0000,0.0000,0.00,0.00
3917.33,0.0000,0.0000,0.00,0.00
3932.34,0.0000,0.0000,0.00,0.00
3947.35,0.0000,0.0000,0.00,0.00
3962.37,0.0000,0.0000,0.00,0.00
3977.38,0.0000,0.0000,0.00,0.00
3992.38,0.0000,0.0000,0.00,0.00
4007.39,0.0000,0.0000,0.00,0.00
4022.40,0.0000,0.0000,0.00,0.00
4037.41,0.0000,0.0000,0.00,0.00
4052.41,0.0000,0.0000,0.00,0.00
4067.42,0.0000,0.0000,0.00,0.00
4082.42,0.0000,0.0000,0.00,0.00
4097.43,0.0000,0.0000,0.00,0.00
4112.44,0.0000,0.0000,0.00,0.00
4127.45,0.0000,0.0000,0.00,0.00
4142.46,0.0000,0.0000,0.00,0.00
4157.48,0.0000,0.0000,0.00,0.00
4172.48,0.0000,0.0000,0.00,0.00
4187.49,0.0000,0.0000,0.00,0.00
4202.49,0.0000,0.0000,0.00,0.00
4217.51,0.0000,0.0000,0.00,0.00
4232.51,0.0000,0.0000,0.00,0.00
4247.52,0.0000,0.0000,0.00,0.00
4262.53,0.0000,0.0000,0.00,0.00
4277.54,0.0000,0.0000,0.00,0.00
4292.55,0.0000,0.0000,0.00,0.00
4307.57,0.0000,0.0000,0.00,0.00
4322.57,0.0000,0.0000,0.00,0.00
4337.59,0.0000,0.0000,0.00,0.00
4352.60,0.0000,0.0000,0.00,0.00
4367.61,0.0000,0.0000,0.00,0.00
4382.63,0.0000,0.0000,0.00,0.00
4397.64,0.0000,0.0000,0.00,0.00
4412.65,0.0000,0.0000,0.00,0.00
4427.65,0.0000,0.0000,0.00,0.00
4442.67,0.0000,0.0000,0.00,0.00
4457.68,0.0000,0.0000,0.00,0.00
4472.68,0.0000,0.0000,0.00,0.00
4487.70,0.0000,0.0000,0.00,0.00
4502.72,0.0000,0.0000,0.00,0.00
4517.73,0.0000,0.0000,0.00,0.00
4532.75,0.0000,0.0000,0.00,0.00
4547.75,0.0000,0.0000,0.00,0.00
4562.77,0.0000,0.0000,0.00,0.00
4577.77,0.0000,0.0000,0.00,0.00
4592.78,0.0000,0.0000,0.00,0.00
4607.79,0.0000,0.0000,0.00,0.00
4622.81,0.0000,0.0000,0.00,0.00
4637.82,0.0000,0.0000,0.00,0.00
4652.82,0.0000,0.0000,0.00,0.00
4667.83,0.0000,0.0000,0.00,0.00
4682.84,0.0000,0.0000,0.00,0.00
4697.84,0.0000,0.0000,0.00,0.00
4712.85,0.0000,0.0000,0.00,0.00
4727.87,0.0000,0.0000,0.00,0.00
4742.88,0.0000,0.0000,0.00,0.00
4757.89,0.0000,0.0000,0.00,0.00
4772.91,0.0000,0.0000,0.00,0.00
4787.92,0.0000,0.0000,0.00,0.00
4802.92,0.0000,0.0000,0.00,0.00
4817.93,0.0000,0.0000,0.00,0.00
4832.95,0.0000,0.0000,0.00,0.00
4847.95,0.0000,0.0000,0.00,0.00
4862.97,0.0000,0.0000,0.00,0.00
4877.99,0.0000,0.0000,0.00,0.00
4893.00,0.0000,0.0000,0.00,0.00
4908.01,0.0000,0.0000,0.00,0.00
4923.02,0.0000,0.0000,0.00,0.00
4938.02,0.0000,0.0000,0.00,0.00
4953.03,0.0000,0.0000,0.00,0.00
4968.05,0.0000,0.0000,0.00,0.00
4983.05,0.0000,0.0000,0.00,0.00
4998.06,0.0000,0.0000,0.00,0.00
5013.07,0.0000,0.0000,0.00,0.00
5028.07,0.0000,0.0000,0.00,0.00
5043.08,0.0000,0.0000,0.00,0.00
5058.08,0.0000,0.0000,0.00,0.00
5073.09,0.0000,0.0000,0.00,0.00
5088.10,0.0000,0.0000,0.00,0.00
5103.11,0.0000,0.0000,0.00,0.00
5118.12,0.0000,0.0000,0.00,0.00
5133.13,0.0000,0.0000,0.00,0.00
5148.14,0.0000,0.0000,0.00,0.00
5163.15,0.0000,0.0000,0.00,0.00
5178.16,0.0000,0.0000,0.00,0.00
5193.16,0.0000,0.0000,0.00,0.00
5208.16,0.0000,0.0000,0.00,0.00
5223.17,0.0000,0.0000,0.00,0.00
5238.17,0.0000,0.0000,0.00,0.00
5253.18,0.0000,0.0000,0.00,0.00
5268.19,0.0000,0.0000,0.00,0.00
5283.21,0.0000,0.0000,0.00,0.00
5298.21,0.0000,0.0000,0.00,0.00
5313.22,0.0000,0.0000,0.00,0.00
5328.22,0.0000,0.0000,0.00,0.00
5343.22,0.0000,0.0000,0.00,0.00
5358.23,0.0000,0.0000,0.00,0.00
5373.24,0.0000,0.0000,0.00,0.00
5388.25,0.0000,0.0000,0.00,0.00
5403.26,0.0000,0.0000,0.00,0.00
5418.27,0.0000,0.0000,0.00,0.00
5433.28,0.0000,0.0000,0.00,0.00
5448.30,0.0000,0.0000,0.00,0.00
5463.30,0.0000,0.0000,0.00,0.00
5478.32,0.0000,0.0000,0.00,0.00
5493.33,0.0000,0.0000,0.00,0.00
5508.35,0.0000,0.0000,0.00,0.00
5523.35,0.0000,0.0000,0.00,0.00
5538.37,0.0000,0.0000,0.00,0.00
5553.37,0.0000,0.0000,0.00,0.00
5568.38,0.0000,0.0000,0.00,0.00
5583.38,0.0000,0.0000,0.00,0.00
5598.39,0.0000,0.0000,0.00,0.00
5613.40,0.0000,0.0000,0.00,0.00
5628.41,0.0000,0.0000,0.00,0.00
5643.42,0.0000,0.0000,0.00,0.00
5658.44,0.0000,0.0000,0.00,0.00
5673.45,0.0000,0.0000,0.00,0.00
5688.45,0.0000,0.0000,0.00,0.00
5703.46,0.0000,0.0000,0.00,0.00
5718.47,0.0000,0.0000,0.00,0.00
5733.49,0.0000,0.0000,0.00,0.00
5748.50,0.0000,0.0000,0.00,0.00
5763.51,0.0000,0.0000,0.00,0.00
5778.52,0.0000,0.0000,0.00,0.00
5793.52,0.0000,0.0000,0.00,0.00
5808.52,0.0000,0.0000,0.00,0.00
5823.54,0.0000,0.0000,0.00,0.00
5838.55,0.0000,0.0000,0.00,0.00
5853.56,0.0000,0.0000,0.00,0.00
5868.57,0.0000,0.0000,0.00,0.00
5883.58,0.0000,0.0000,0.00,0.00
5898.59,0.0000,0.0000,0.00,0.00
5913.59,0.0000,0.0000,0.00,0.00
5928.61,0.0000,0.0000,0.00,0.00
5943.62,0.0000,0.0000,0.00,0.00
5958.63,0.0000,0.0000,0.00,0.00
5973.64,0.0000,0.0000,0.00,0.00
5988.65,0.0000,0.0000,0.00,0.00
6003.66,0.0000,0.0000,0.00,0.00
6018.67,0.0000,0.0000,0.00,0.00
6033.67,0.0000,0.0000,0.00,0.00
6048.67,0.0000,0.0000,0.00,0.00
6063.68,0.0000,0.0000,0.00,0.00
6078.69,0.0000,0.0000,0.00,0.00
6093.70,0.0000,0.0000,0.00,0.00
6108.71,0.0000,0.0000,0.00,0.00
6123.72,0.0000,0.0000,0.00,0.00
6138.72,0.0000,0.0000,0.00,0.00
6153.72,0.0000,0.0000,0.00,0.00
6168.73,0.0000,0.0000,0.00,0.00
6183.74,0.0000,0.0000,0.00,0.00
6198.75,0.0000,0.0000,0.00,0.00
6213.76,0.0000,0.0000,0.00,0.00
6228.76,0.0000,0.0000,0.00,0.00
6243.77,0.0000,0.0000,0.00,0.00
6258.77,0.0000,0.0000,0.00,0.00
6273.78,0.0000,0.0000,0.00,0.00
6288.79,0.0000,0.0000,0.00,0.00
6303.80,0.0000,0.0000,0.00,0.00
6318.82,0.0000,0.0000,0.00,0.00
6333.83,0.0000,0.0000,0.00,0.00
6348.84,0.0000,0.0000,0.00,0.00
6363.85,0.0000,0.0000,0.00,0.00
6378.86,0.0000,0.0000,0.00,0.00
6393.87,0.0000,0.0000,0.00,0.00
6408.87,0.0000,0.0000,0.00,0.00
6423.89,0.0000,0.0000,0.00,0.00
6438.90,0.0000,0.0000,0.00,0.00
6453.90,0.0000,0.0000,0.00,0.00
6468.92,0.0000,0.0000,0.00,0.00
6483.93,0.0000,0.0000,0.00,0.00
6498.93,0.0000,0.0000,0.00,0.00
6513.95,0.0000,0.0000,0.00,0.00
6528.95,0.0000,0.0000,0.00,0.00
6543.97,0.0000,0.0000,0.00,0.00
6558.98,0.0000,0.0000,0.00,0.00
6573.99,0.0000,0.0000,0.00,0.00
6589.01,0.0000,0.0000,0.00,0.00
6604.01,0.0000,0.0000,0.00,0.00
6619.02,0.0000,0.0000,0.00,0.00
6634.02,0.0000,0.0000,0.00,0.00
6649.04,0.0000,0.0000,0.00,0.00
6664.05,0.0000,0.0000,0.00,0.00
6679.05,0.0000,0.0000,0.00,0.00
6694.06,0.0000,0.0000,0.00,0.00
6709.07,0.0000,0.0000,0.00,0.00
6724.07,0.0000,0.0000,0.00,0.00
6739.08,0.0000,0.0000,0.00,0.00
6754.09,0.0000,0.0000,0.00,0.00
6769.11,0.0000,0.0000,0.00,0.00
6784.13,0.0000,0.0000,0.00,0.00
6799.13,0.0000,0.0000,0.00,0.00
6814.13,0.0000,0.0000,0.00,0.00
6829.15,0.0000,0.0000,0.00,0.00
6844.15,0.0000,0.0000,0.00,0.00
6859.15,0.0000,0.0000,0.00,0.00
6874.17,0.0000,0.0000,0.00,0.00
6889.17,0.0000,0.0000,0.00,0.00
6904.19,0.0000,0.0000,0.00,0.00
6919.19,0.0000,0.0000,0.00,0.00
6934.21,0.0000,0.0000,0.00,0.00
6949.22,0.0000,0.0000,0.00,0.00
6964.23,0.0000,0.0000,0.00,0.00
6979.23,0.0000,0.0000,0.00,0.00
6994.25,0.0000,0.0000,0.00,0.00
7009.26,0.0000,0.0000,0.00,0.00
7024.27,0.0000,0.0000,0.00,0.00
7039.28,0.0000,0.0000,0.00,0.00
7054.29,0.0000,0.0000,0.00,0.00
7069.30,0.0000,0.0000,0.00,0.00
7084.30,0.0000,0.0000,0.00,0.00
7099.32,0.0000,0.0000,0.00,0.00
7114.33,0.0000,0.0000,0.00,0.00
7129.34,0.0000,0.0000,0.00,0.00
7144.34,0.0000,0.0000,0.00,0.00
7159.35,0.0000,0.0000,0.00,0.00
7174.36,0.0000,0.0000,0.00,0.00
7189.38,0.0000,0.0000,0.00,0.00
7204.39,0.0000,0.0000,0.00,0.00
7219.40,0.0000,0.0000,0.00,0.00
7234.40,0.0000,0.0000,0.00,0.00
7249.42,0.0000,0.0000,0.00,0.00
7264.42,0.0000,0.0000,0.00,0.00
7279.43,0.0000,0.0000,0.00,0.00
7294.44,0.0000,0.0000,0.00,0.00
7309.45,0.0000,0.0000,0.00,0.00
7324.45,0.0000,0.0000,0.00,0.00
7339.46,0.0000,0.0000,0.00,0.00
7354.48,0.0000,0.0000,0.00,0.00
7369.48,0.0000,0.0000,0.00,0.00
7384.49,0.0000,0.0000,0.00,0.00
7399.49,0.0000,0.0000,0.00,0.00
7414.50,0.0000,0.0000,0.00,0.00
7429.52,0.0000,0.0000,0.00,0.00
7444.52,0.0000,0.0000,0.00,0.00
7459.52,0.0000,0.0000,0.00,0.00
7474.54,0.0000,0.0000,0.00,0.00
7489.55,0.0000,0.0000,0.00,0.00
7504.56,0.0000,0.0000,0.00,0.00
7519.57,0.0000,0.0000,0.00,0.00
7534.58,0.0000,0.0000,0.00,0.00
7549.59,0.0000,0.0000,0.00,0.00
7564.60,0.0000,0.0000,0.00,0.00
7579.60,0.0000,0.0000,0.00,0.00
7594.62,0.0000,0.0000,0.00,0.00
7609.63,0.0000,0.0000,0.00,0.00
7624.63,0.0000,0.0000,0.00,0.00
7639.63,0.0000,0.0000,0.00,0.00
7654.64,0.0000,0.0000,0.00,0.00
7669.65,0.0000,0.0000,0.00,0.00
7684.65,0.0000,0.0000,0.00,0.00
7699.66,0.0000,0.0000,0.00,0.00
7714.67,0.0000,0.0000,0.00,0.00
7729.69,0.0000,0.0000,0.00,0.00
7744.70,0.0000,0.0000,0.00,0.00
7759.71,0.0000,0.0000,0.00,0.00
7774.72,0.0000,0.0000,0.00,0.00
7789.74,0.0000,0.0000,0.00,0.00
7804.75,0.0000,0.0000,0.00,0.00
7819.76,0.0000,0.0000,0.00,0.00
7834.78,0.0000,0.0000,0.00,0.00
7849.78,0.0000,0.0000,0.00,0.00
7864.80,0.0000,0.0000,0.00,0.00
7879.81,0.0000,0.0000,0.00,0.00
7894.81,0.0000,0.0000,0.00,0.00
7909.82,0.0000,0.0000,0.00,0.00
7924.83,0.0000,0.0000,0.00,0.00
7939.84,0.0000,0.0000,0.00,0.00
7954.85,0.0000,0.0000,0.00,0.00
7969.86,0.0000,0.0000,0.00,0.00
7984.87,0.0000,0.0000,0.00,0.00
7999.89,0.0000,0.0000,0.00,0.00
8014.90,0.0000,0.0000,0.00,0.00
8029.90,0.0000,0.0000,0.00,0.00
8044.91,0.0000,0.0000,0.00,0.00
8059.91,0.0000,0.0000,0.00,0.00
8074.92,0.0000,0.0000,0.00,0.00
8089.93,0.0000,0.0000,0.00,0.00
8104.94,0.0000,0.0000,0.00,0.00
8119.95,0.0000,0.0000,0.00,0.00
8134.96,0.0000,0.0000,0.00,0.00
8149.97,0.0000,0.0000,0.00,0.00
8164.98,0.0000,0.0000,0.00,0.00
8179.99,0.0000,0.0000,0.00,0.00
8194.99,0.0000,0.0000,0.00,0.00
8210.00,0.0000,0.0000,0.00,0.00
8225.01,0.0000,0.0000,0.00,0.00
8240.02,0.0000,0.0000,0.00,0.00
8255.03,0.0000,0.0000,0.00,0.00
8270.03,0.0000,0.0000,0.00,0.00
8285.04,0.0000,0.0000,0.00,0.00
8300.04,0.0000,0.0000,0.00,0.00
8315.05,0.0000,0.0000,0.00,0.00
8330.06,0.0000,0.0000,0.00,0.00
8345.06,0.0000,0.0000,0.00,0.00
8360.09,0.0000,0.0000,0.00,0.00
8375.09,0.0000,0.0000,0.00,0.00
8390.11,0.0000,0.0000,0.00,0.00
8405.12,0.0000,0.0000,0.00,0.00
8420.13,0.0000,0.0000,0.00,0.00
8435.14,0.0000,0.0000,0.00,0.00
8450.14,0.0000,0.0000,0.00,0.00
8465.16,0.0000,0.0000,0.00,0.00
8480.16,0.0000,0.0000,0.00,0.00
8495.18,0.0000,0.0000,0.00,0.00
8510.18,0.0000,0.0000,0.00,0.00
8525.18,0.0000,0.0000,0.00,0.00
8540.18,0.0000,0.0000,0.00,0.00
8555.19,0.0000,0.0000,0.00,0.00
8570.21,0.0000,0.0000,0.00,0.00
8585.22,0.0000,0.0000,0.00,0.00
8600.22,0.0000,0.0000,0.00,0.00
8615.23,0.0000,0.0000,0.00,0.00
8630.24,0.0000,0.0000,0.00,0.00
8645.25,0.0000,0.0000,0.00,0.00
8660.26,0.0000,0.0000,0.00,0.00
8675.27,0.0000,0.0000,0.00,0.00
8690.27,0.0000,0.0000,0.00,0.00
8705.28,0.0000,0.0000,0.00,0.00
8720.30,0.0000,0.0000,0.00,0.00
8735.30,0.0000,0.0000,0.00,0.00
8750.31,0.0000,0.0000,0.00,0.00
8765.32,0.0000,0.0000,0.00,0.00
8780.33,0.0000,0.0000,0.00,0.00
8795.33,0.0000,0.0000,0.00,0.00
8810.33,0.0000,0.0000,0.00,0.00
8825.34,0.0000,0.0000,0.00,0.00
8840.35,0.0000,0.0000,0.00,0.00
8855.36,0.0000,0.0000,0.00,0.00
8870.36,0.0000,0.0000,0.00,0.00
8885.37,0.0000,0.0000,0.00,0.00
8900.39,0.0000,0.0000,0.00,0.00
8915.39,0.0000,0.0000,0.00,0.00
8930.41,0.0000,0.0000,0.00,0.00
8945.42,0.0000,0.0000,0.00,0.00
8960.43,0.0000,0.0000,0.00,0.00
8975.44,0.0000,0.0000,0.00,0.00
8990.45,0.0000,0.0000,0.00,0.00
9005.46,0.0000,0.0000,0.00,0.00
9020.47,0.0000,0.0000,0.00,0.00
9035.47,0.0000,0.0000,0.00,0.00
9050.48,0.0000,0.0000,0.00,0.00
9065.50,0.0000,0.0000,0.00,0.00
9080.51,0.0000,0.0000,0.00,0.00
9095.52,0.0000,0.0000,0.00,0.00
9110.53,0.0000,0.0000,0.00,0.00
