relative_time_s,allocated_gb,reserved_gb,allocated_pct,reserved_pct
4395.10,0.0000,0.0000,0.00,0.00
4410.10,0.0000,0.0000,0.00,0.00
4425.10,0.0000,0.0000,0.00,0.00
4440.10,0.0000,0.0000,0.00,0.00
4455.10,0.0000,0.0000,0.00,0.00
4470.10,0.0000,0.0000,0.00,0.00
4485.10,0.0000,0.0000,0.00,0.00
4500.10,0.0000,0.0000,0.00,0.00
4515.10,0.0000,0.0000,0.00,0.00
4530.10,0.0000,0.0000,0.00,0.00
4545.10,0.0000,0.0000,0.00,0.00
4560.10,0.0000,0.0000,0.00,0.00
4575.10,0.0000,0.0000,0.00,0.00
4590.10,0.0000,0.0000,0.00,0.00
4605.10,0.0000,0.0000,0.00,0.00
4620.10,0.0000,0.0000,0.00,0.00
4635.10,0.0000,0.0000,0.00,0.00
4650.10,0.0000,0.0000,0.00,0.00
4665.10,0.0000,0.0000,0.00,0.00
4680.10,0.0000,0.0000,0.00,0.00
4695.10,0.0000,0.0000,0.00,0.00
4710.11,0.0000,0.0000,0.00,0.00
4725.11,0.0000,0.0000,0.00,0.00
4740.11,0.0000,0.0000,0.00,0.00
4755.11,0.0000,0.0000,0.00,0.00
4770.11,0.0000,0.0000,0.00,0.00
4785.11,0.0000,0.0000,0.00,0.00
4800.11,0.0000,0.0000,0.00,0.00
4815.11,0.0000,0.0000,0.00,0.00
4830.11,0.0000,0.0000,0.00,0.00
4845.11,0.0000,0.0000,0.00,0.00
4860.11,0.0000,0.0000,0.00,0.00
4875.11,0.0000,0.0000,0.00,0.00
4890.11,0.0000,0.0000,0.00,0.00
4905.11,0.0000,0.0000,0.00,0.00
4920.11,0.0000,0.0000,0.00,0.00
4935.11,0.0000,0.0000,0.00,0.00
4950.11,0.0000,0.0000,0.00,0.00
4965.11,0.0000,0.0000,0.00,0.00
4980.11,0.0000,0.0000,0.00,0.00
4995.11,0.0000,0.0000,0.00,0.00
5010.11,0.0000,0.0000,0.00,0.00
5025.11,0.0000,0.0000,0.00,0.00
5040.11,0.0000,0.0000,0.00,0.00
5055.11,0.0000,0.0000,0.00,0.00
5070.11,0.0000,0.0000,0.00,0.00
5085.11,0.0000,0.0000,0.00,0.00
5100.11,0.0000,0.0000,0.00,0.00
5115.11,0.0000,0.0000,0.00,0.00
5130.11,0.0000,0.0000,0.00,0.00
5145.11,0.0000,0.0000,0.00,0.00
5160.11,0.0000,0.0000,0.00,0.00
5175.12,0.0000,0.0000,0.00,0.00
5190.12,0.0000,0.0000,0.00,0.00
5205.12,0.0000,0.0000,0.00,0.00
5220.12,0.0000,0.0000,0.00,0.00
5235.12,0.0000,0.0000,0.00,0.00
5250.12,0.0000,0.0000,0.00,0.00
5265.12,0.0000,0.0000,0.00,0.00
5280.12,0.0000,0.0000,0.00,0.00
5295.12,0.0000,0.0000,0.00,0.00
5310.12,0.0000,0.0000,0.00,0.00
5325.12,0.0000,0.0000,0.00,0.00
5340.12,0.0000,0.0000,0.00,0.00
5355.12,0.0000,0.0000,0.00,0.00
5370.12,0.0000,0.0000,0.00,0.00
5385.12,0.0000,0.0000,0.00,0.00
5400.12,0.0000,0.0000,0.00,0.00
5415.12,0.0000,0.0000,0.00,0.00
5430.12,0.0000,0.0000,0.00,0.00
5445.12,0.0000,0.0000,0.00,0.00
5460.12,0.0000,0.0000,0.00,0.00
5475.12,0.0000,0.0000,0.00,0.00
5490.12,0.0000,0.0000,0.00,0.00
5505.12,0.0000,0.0000,0.00,0.00
5520.12,0.0000,0.0000,0.00,0.00
5535.12,0.0000,0.0000,0.00,0.00
5550.12,0.0000,0.0000,0.00,0.00
5565.12,0.0000,0.0000,0.00,0.00
5580.12,0.0000,0.0000,0.00,0.00
5595.12,0.0000,0.0000,0.00,0.00
5610.13,0.0000,0.0000,0.00,0.00
5625.13,0.0000,0.0000,0.00,0.00
5640.13,0.0000,0.0000,0.00,0.00
5655.13,0.0000,0.0000,0.00,0.00
5670.13,0.0000,0.0000,0.00,0.00
5685.13,0.0000,0.0000,0.00,0.00
5700.13,0.0000,0.0000,0.00,0.00
5715.13,0.0000,0.0000,0.00,0.00
5730.13,0.0000,0.0000,0.00,0.00
5745.13,0.0000,0.0000,0.00,0.00
5760.13,0.0000,0.0000,0.00,0.00
5775.13,0.0000,0.0000,0.00,0.00
5790.13,0.0000,0.0000,0.00,0.00
5805.13,0.0000,0.0000,0.00,0.00
5820.13,0.0000,0.0000,0.00,0.00
5835.13,0.0000,0.0000,0.00,0.00
5850.13,0.0000,0.0000,0.00,0.00
5865.13,0.0000,0.0000,0.00,0.00
5880.13,0.0000,0.0000,0.00,0.00
5895.13,0.0000,0.0000,0.00,0.00
5910.13,0.0000,0.0000,0.00,0.00
5925.13,0.0000,0.0000,0.00,0.00
5940.13,0.0000,0.0000,0.00,0.00
5955.13,0.0000,0.0000,0.00,0.00
5970.13,0.0000,0.0000,0.00,0.00
5985.13,0.0000,0.0000,0.00,0.00
6000.13,0.0000,0.0000,0.00,0.00
6015.14,0.0000,0.0000,0.00,0.00
6030.14,0.0000,0.0000,0.00,0.00
6045.14,0.0000,0.0000,0.00,0.00
6060.14,0.0000,0.0000,0.00,0.00
6075.14,0.0000,0.0000,0.00,0.00
6090.14,0.0000,0.0000,0.00,0.00
6105.14,0.0000,0.0000,0.00,0.00
6120.14,0.0000,0.0000,0.00,0.00
6135.14,0.0000,0.0000,0.00,0.00
6150.14,0.0000,0.0000,0.00,0.00
6165.14,0.0000,0.0000,0.00,0.00
6180.14,0.0000,0.0000,0.00,0.00
6195.14,0.0000,0.0000,0.00,0.00
6210.14,0.0000,0.0000,0.00,0.00
6225.14,0.0000,0.0000,0.00,0.00
6240.14,0.0000,0.0000,0.00,0.00
6255.14,0.0000,0.0000,0.00,0.00
6270.14,0.0000,0.0000,0.00,0.00
6285.14,0.0000,0.0000,0.00,0.00
6300.14,0.0000,0.0000,0.00,0.00
6315.14,0.0000,0.0000,0.00,0.00
6330.14,0.0000,0.0000,0.00,0.00
6345.14,0.0000,0.0000,0.00,0.00
6360.14,0.0000,0.0000,0.00,0.00
6375.14,0.0000,0.0000,0.00,0.00
6390.14,0.0000,0.0000,0.00,0.00
6405.14,0.0000,0.0000,0.00,0.00
6420.14,0.0000,0.0000,0.00,0.00
6435.14,0.0000,0.0000,0.00,0.00
6450.15,0.0000,0.0000,0.00,0.00
6465.15,0.0000,0.0000,0.00,0.00
6480.15,0.0000,0.0000,0.00,0.00
6495.15,0.0000,0.0000,0.00,0.00
6510.15,0.0000,0.0000,0.00,0.00
6525.15,0.0000,0.0000,0.00,0.00
6540.15,0.0000,0.0000,0.00,0.00
6555.15,0.0000,0.0000,0.00,0.00
6570.15,0.0000,0.0000,0.00,0.00
6585.15,0.0000,0.0000,0.00,0.00
6600.15,0.0000,0.0000,0.00,0.00
6615.15,0.0000,0.0000,0.00,0.00
6630.15,0.0000,0.0000,0.00,0.00
6645.15,0.0000,0.0000,0.00,0.00
6660.15,0.0000,0.0000,0.00,0.00
6675.15,0.0000,0.0000,0.00,0.00
6690.15,0.0000,0.0000,0.00,0.00
6705.15,0.0000,0.0000,0.00,0.00
6720.15,0.0000,0.0000,0.00,0.00
6735.15,0.0000,0.0000,0.00,0.00
6750.15,0.0000,0.0000,0.00,0.00
6765.15,0.0000,0.0000,0.00,0.00
6780.15,0.0000,0.0000,0.00,0.00
6795.15,0.0000,0.0000,0.00,0.00
6810.15,0.0000,0.0000,0.00,0.00
6825.15,0.0000,0.0000,0.00,0.00
6840.15,0.0000,0.0000,0.00,0.00
6855.16,0.0000,0.0000,0.00,0.00
6870.16,0.0000,0.0000,0.00,0.00
6885.16,0.0000,0.0000,0.00,0.00
6900.16,0.0000,0.0000,0.00,0.00
6915.16,0.0000,0.0000,0.00,0.00
6930.16,0.0000,0.0000,0.00,0.00
6945.16,0.0000,0.0000,0.00,0.00
6960.16,0.0000,0.0000,0.00,0.00
6975.16,0.0000,0.0000,0.00,0.00
6990.16,0.0000,0.0000,0.00,0.00
7005.16,0.0000,0.0000,0.00,0.00
7020.16,0.0000,0.0000,0.00,0.00
7035.16,0.0000,0.0000,0.00,0.00
7050.16,0.0000,0.0000,0.00,0.00
7065.16,0.0000,0.0000,0.00,0.00
7080.16,0.0000,0.0000,0.00,0.00
7095.16,0.0000,0.0000,0.00,0.00
7110.16,0.0000,0.0000,0.00,0.00
7125.16,0.0000,0.0000,0.00,0.00
7140.16,0.0000,0.0000,0.00,0.00
7155.16,0.0000,0.0000,0.00,0.00
7170.16,0.0000,0.0000,0.00,0.00
7185.16,0.0000,0.0000,0.00,0.00
7200.16,0.0000,0.0000,0.00,0.00
7215.16,0.0000,0.0000,0.00,0.00
7230.16,0.0000,0.0000,0.00,0.00
7245.16,0.0000,0.0000,0.00,0.00
7260.16,0.0000,0.0000,0.00,0.00
7275.16,0.0000,0.0000,0.00,0.00
7290.17,0.0000,0.0000,0.00,0.00
7305.17,0.0000,0.0000,0.00,0.00
7320.17,0.0000,0.0000,0.00,0.00
7335.17,0.0000,0.0000,0.00,0.00
7350.17,0.0000,0.0000,0.00,0.00
7365.17,0.0000,0.0000,0.00,0.00
7380.17,0.0000,0.0000,0.00,0.00
7395.17,0.0000,0.0000,0.00,0.00
7410.17,0.0000,0.0000,0.00,0.00
7425.17,0.0000,0.0000,0.00,0.00
7440.17,0.0000,0.0000,0.00,0.00
7455.17,0.0000,0.0000,0.00,0.00
7470.17,0.0000,0.0000,0.00,0.00
7485.17,0.0000,0.0000,0.00,0.00
7500.17,0.0000,0.0000,0.00,0.00
7515.17,0.0000,0.0000,0.00,0.00
7530.17,0.0000,0.0000,0.00,0.00
7545.17,0.0000,0.0000,0.00,0.00
7560.17,0.0000,0.0000,0.00,0.00
7575.17,0.0000,0.0000,0.00,0.00
7590.17,0.0000,0.0000,0.00,0.00
7605.17,0.0000,0.0000,0.00,0.00
7620.17,0.0000,0.0000,0.00,0.00
7635.17,0.0000,0.0000,0.00,0.00
7650.18,0.0000,0.0000,0.00,0.00
7665.18,0.0000,0.0000,0.00,0.00
7680.18,0.0000,0.0000,0.00,0.00
7695.18,0.0000,0.0000,0.00,0.00
7710.18,0.0000,0.0000,0.00,0.00
7725.18,0.0000,0.0000,0.00,0.00
7740.18,0.0000,0.0000,0.00,0.00
7755.18,0.0000,0.0000,0.00,0.00
7770.18,0.0000,0.0000,0.00,0.00
7785.18,0.0000,0.0000,0.00,0.00
7800.18,0.0000,0.0000,0.00,0.00
7815.18,0.0000,0.0000,0.00,0.00
7830.18,0.0000,0.0000,0.00,0.00
7845.18,0.0000,0.0000,0.00,0.00
7860.18,0.0000,0.0000,0.00,0.00
7875.18,0.0000,0.0000,0.00,0.00
7890.18,0.0000,0.0000,0.00,0.00
7905.18,0.0000,0.0000,0.00,0.00
7920.18,0.0000,0.0000,0.00,0.00
7935.18,0.0000,0.0000,0.00,0.00
7950.18,0.0000,0.0000,0.00,0.00
7965.18,0.0000,0.0000,0.00,0.00
7980.18,0.0000,0.0000,0.00,0.00
7995.18,0.0000,0.0000,0.00,0.00
8010.19,0.0000,0.0000,0.00,0.00
8025.19,0.0000,0.0000,0.00,0.00
8040.19,0.0000,0.0000,0.00,0.00
8055.19,0.0000,0.0000,0.00,0.00
8070.19,0.0000,0.0000,0.00,0.00
8085.19,0.0000,0.0000,0.00,0.00
8100.19,0.0000,0.0000,0.00,0.00
8115.19,0.0000,0.0000,0.00,0.00
8130.19,0.0000,0.0000,0.00,0.00
8145.19,0.0000,0.0000,0.00,0.00
8160.19,0.0000,0.0000,0.00,0.00
8175.19,0.0000,0.0000,0.00,0.00
8190.19,0.0000,0.0000,0.00,0.00
8205.19,0.0000,0.0000,0.00,0.00
8220.19,0.0000,0.0000,0.00,0.00
8235.19,0.0000,0.0000,0.00,0.00
8250.19,0.0000,0.0000,0.00,0.00
8265.19,0.0000,0.0000,0.00,0.00
8280.19,0.0000,0.0000,0.00,0.00
8295.19,0.0000,0.0000,0.00,0.00
8310.19,0.0000,0.0000,0.00,0.00
8325.19,0.0000,0.0000,0.00,0.00
8340.19,0.0000,0.0000,0.00,0.00
8355.19,0.0000,0.0000,0.00,0.00
8370.19,0.0000,0.0000,0.00,0.00
8385.19,0.0000,0.0000,0.00,0.00
8400.20,0.0000,0.0000,0.00,0.00
8415.20,0.0000,0.0000,0.00,0.00
8430.20,0.0000,0.0000,0.00,0.00
8445.20,0.0000,0.0000,0.00,0.00
8460.20,0.0000,0.0000,0.00,0.00
8475.20,0.0000,0.0000,0.00,0.00
8490.20,0.0000,0.0000,0.00,0.00
8505.20,0.0000,0.0000,0.00,0.00
8520.20,0.0000,0.0000,0.00,0.00
8535.20,0.0000,0.0000,0.00,0.00
8550.20,0.0000,0.0000,0.00,0.00
8565.20,0.0000,0.0000,0.00,0.00
8580.20,0.0000,0.0000,0.00,0.00
8595.20,0.0000,0.0000,0.00,0.00
8610.20,0.0000,0.0000,0.00,0.00
8625.20,0.0000,0.0000,0.00,0.00
8640.20,0.0000,0.0000,0.00,0.00
8655.20,0.0000,0.0000,0.00,0.00
8670.20,0.0000,0.0000,0.00,0.00
8685.20,0.0000,0.0000,0.00,0.00
8700.20,0.0000,0.0000,0.00,0.00
8715.20,0.0000,0.0000,0.00,0.00
8730.20,0.0000,0.0000,0.00,0.00
8745.20,0.0000,0.0000,0.00,0.00
8760.20,0.0000,0.0000,0.00,0.00
8775.20,0.0000,0.0000,0.00,0.00
8790.20,0.0000,0.0000,0.00,0.00
8805.20,0.0000,0.0000,0.00,0.00
8820.21,0.0000,0.0000,0.00,0.00
8835.21,0.0000,0.0000,0.00,0.00
8850.21,0.0000,0.0000,0.00,0.00
8865.21,0.0000,0.0000,0.00,0.00
8880.21,0.0000,0.0000,0.00,0.00
8895.21,0.0000,0.0000,0.00,0.00
8910.21,0.0000,0.0000,0.00,0.00
8925.21,0.0000,0.0000,0.00,0.00
8940.21,0.0000,0.0000,0.00,0.00
8955.21,0.0000,0.0000,0.00,0.00
8970.21,0.0000,0.0000,0.00,0.00
8985.21,0.0000,0.0000,0.00,0.00
9000.21,0.0000,0.0000,0.00,0.00
9015.21,0.0000,0.0000,0.00,0.00
9030.21,0.0000,0.0000,0.00,0.00
9045.21,0.0000,0.0000,0.00,0.00
9060.21,0.0000,0.0000,0.00,0.00
9075.21,0.0000,0.0000,0.00,0.00
9090.21,0.0000,0.0000,0.00,0.00
9105.21,0.0000,0.0000,0.00,0.00
